name,is_male,is_fictional,age,is_married,is_turkish,from_movie,from_anime,from_tv_series,is_politician,is_actor,is_singer,is_sportsman,is_historical,popularity_score,height_cm,has_children,is_alive,birth_year,category,nationality,has_beard,wears_glasses,is_football_player,is_rapper,is_youtuber,known_for,is_director,is_model,is_comedian,is_tv_host,is_villain,is_superhero,burc,likes_strawberry_milk,has_dog,has_cat,favorite_food,spotify_listeners_million,played_for_galatasaray,played_for_fenerbahce,played_for_besiktas,played_for_real_madrid,won_ballon_dor,won_oscar,won_grammy,divorced,has_famous_partner,is_bald,has_tattoo,known_for_80s
Jack Beanstalk,1,1,0,0,0,1,0,1,0,0,0,0,0,86,150,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"fasulye sırığına tırmanma, devin şatosu, altın yumurtlayan tavuk",0,0,0,0,0,0,Terazi,0,0,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Basat,1,1,0,0,0,1,0,1,0,0,0,0,0,80,180,0,1,0,Halk Hikayesi Karakteri,Kurgusal,0,0,0,0,0,"Dede Korkut, Tepegöz'ü öldüren yiğit, Oğuz kahramanı",0,0,0,0,0,0,Balık,1,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Diary of a Wimpy Kid Rowley,1,1,0,0,0,1,0,1,0,0,0,0,0,84,140,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"Rowley Jefferson, Greg'in saf arkadaşı, Zoo-Wee Mama",0,0,0,0,0,0,Akrep,0,0,1,patates kızartması,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Worldcard Vadaa,1,1,0,0,0,1,0,1,0,0,0,0,0,74,100,0,1,0,Reklam Karakteri,Kurgusal,0,0,0,0,0,"Yapı Kredi World reklam evreni, vadaa repliği, kredi kartı maskotu",0,0,0,0,0,1,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Linux Tux,1,1,0,0,0,1,0,1,0,0,0,0,0,86,60,0,1,0,Maskot,Kurgusal,0,0,0,0,0,"Linux pengueni, açık kaynak simgesi, siyah beyaz teknoloji maskotu",0,0,0,0,0,1,Başak,0,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Overly Attached Girlfriend,0,1,0,0,0,1,0,1,0,0,0,0,0,80,165,0,1,0,Meme Figürü,Kurgusal,0,0,0,0,0,"viral YouTube parodisi, takıntılı kız arkadaş memesi, geniş gözlü bakış",0,0,0,0,0,0,Boğa,0,0,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
NPC Wojak,1,1,0,0,0,1,0,1,0,0,0,0,0,80,170,0,1,0,Meme Karakteri,Kurgusal,0,0,0,0,0,"gri yüzlü meme karakteri, kalıplaşmış düşünce parodisi, forum mizahı",0,0,0,0,0,1,Oğlak,0,1,1,muz,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Firavun Musa Dönemi,1,0,0,1,0,0,0,0,1,0,0,0,1,90,0,0,0,0,Dini/Tarihî Figür,Mısırlı,1,0,0,0,0,"Hz. Musa kıssası, saray ve sihirbazlar, Kızıldeniz anlatısı",0,0,0,0,0,0,Yay,1,1,0,risotto,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Betül Kaçar,1,0,43,1,0,0,0,0,0,0,0,0,0,78,0,0,1,1983,Bilim İnsanı,Türk-Amerikalı,0,0,0,0,0,"astro-biyoloji, erken yaşam evrimi, NASA destekli çalışmalar",0,0,0,0,0,0,Başak,1,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Littler,0,0,19,1,0,0,0,0,0,0,0,1,0,84,175,0,1,2007,Sporcu,İngiliz,0,0,0,0,0,"genç dart fenomeni, Ally Pally çıkışı, yaşına rağmen final performansı",0,0,0,0,0,0,Başak,1,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Şark Bülbülü Şaban,1,1,0,0,0,0,0,0,0,0,0,0,0,86,170,0,1,0,Yeşilçam Karakteri,Kurgusal,0,0,0,0,0,"Şark Bülbülü, türkücü olma hikâyesi, saf köylü komedisi",0,0,0,0,0,0,Aslan,0,1,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sabri Ugan,1,0,63,1,1,0,0,1,0,0,0,0,0,76,175,1,1,1963,Spiker,Türk,1,0,0,0,0,"maç anlatımı, Şampiyonlar Ligi seslendirmesi, spor spikerliği",0,0,0,1,0,0,Koç,1,0,0,kebap,0.0,0,0,0,0,0,0,0,0,0,1,1,1
Canan Barlas,1,0,76,0,1,0,0,1,0,0,0,0,0,72,165,1,1,1950,Sunucu,Türk,1,0,0,0,0,"televizyon haber programları, siyasi söyleşiler, gazetecilik",0,0,0,1,0,0,Terazi,0,1,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,1,0,1,1
N0tail Johan Sundstein,1,0,33,1,0,0,0,0,0,0,0,1,0,84,180,0,1,1993,E-sporcu,Danimarkalı,0,0,0,0,0,"Dota 2 OG kaptanı, iki The International zaferi, çiçek enerjisi",0,0,0,0,0,0,Başak,0,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Genji Shimada,1,1,0,0,0,0,0,0,0,0,0,0,0,88,170,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"Overwatch, sibernetik ninja, dragonblade ultimate",0,0,0,0,0,1,Yay,0,1,0,bal,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Gendo Ikari,1,1,0,0,0,0,1,0,0,0,0,0,0,84,190,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"Evangelion, ellerini birleştiren baba, Seele planları",0,0,0,0,1,0,Boğa,0,0,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Thor Mitoloji,1,1,0,0,0,1,0,1,0,0,0,0,0,96,190,0,1,0,Mitolojik Karakter,Mitolojik,0,0,0,0,0,"İskandinav gök gürültüsü tanrısı, Mjölnir, devlerle savaş",0,0,0,0,0,1,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Rumpelstiltskin,1,1,0,0,0,1,0,1,0,0,0,0,0,86,120,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"samanı altına çevirme, adını bilme bilmecesi, Grimm masalı cini",0,0,0,0,1,1,Terazi,0,0,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Boğaç Han,1,1,0,0,0,1,0,1,0,0,0,0,0,78,175,0,1,0,Halk Hikayesi Karakteri,Kurgusal,0,0,0,0,0,"Dede Korkut, boğayı yenme, ad alma töreni",0,0,0,0,0,0,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Portuga,1,1,0,0,0,1,0,1,0,0,0,0,0,84,170,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"Şeker Portakalı, Zeze'nin dostu, tren kazası trajedisi",0,0,0,0,0,0,Terazi,0,0,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Cornetto Aşk Meleği,0,1,0,0,0,1,0,1,0,0,0,0,0,72,160,0,1,0,Reklam Karakteri,Kurgusal,0,0,0,0,0,"Cornetto aşk reklamları, gençlik yaz kampanyaları, dondurma-romantizm imgesi",0,0,0,0,0,0,Aslan,1,1,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Reddit Snoo,1,1,0,0,0,1,0,1,0,0,0,0,0,86,60,0,1,0,Maskot,Kurgusal,0,0,0,0,0,"Reddit uzaylı maskotu, antenli beyaz figür, internet forum kültürü",0,0,0,0,0,1,Akrep,1,0,1,patates kızartması,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Dodson,1,1,0,0,0,1,0,1,0,0,0,0,0,78,175,0,1,0,Meme Figürü,Kurgusal,0,0,0,0,0,"Bed Intruder röportajı, Auto-Tune remix, viral haber figürü",0,0,0,0,0,1,Oğlak,1,1,1,muz,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Longcat,0,1,0,0,0,1,0,1,0,0,0,0,0,78,40,0,1,0,Meme Karakteri,Kurgusal,0,1,0,0,0,"çok uzun kedi memesi, forum kültürü, erken internet görseli",0,0,0,0,0,0,Aslan,0,1,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Michael van Gerwen,1,0,37,1,0,0,0,0,0,0,0,1,0,84,175,0,1,1989,Sporcu,Hollandalı,1,1,0,0,0,"dart dünya şampiyonu, Mighty Mike lakabı, hızlı atış ritmi",0,0,0,0,0,0,Aslan,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gaffur Aksoy,1,1,0,0,0,0,0,1,0,0,0,0,0,88,170,0,1,0,Türk Dizi Karakteri,Kurgusal,0,0,0,0,0,"Avrupa Yakası, pijamalı karakter, Dilber hala çevresi",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Damat Ferit Yeşilçam,1,1,0,0,0,0,0,0,0,0,0,0,0,84,175,0,1,0,Yeşilçam Karakteri,Kurgusal,0,1,0,0,0,"Neşeli Günler, turşu suyu kavgası, Adile Naşit-Münir Özkul ailesi",0,0,0,0,0,0,Aslan,1,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Deniz Bayramoğlu,0,0,51,1,1,0,0,1,0,0,0,0,0,72,178,0,1,1975,Spiker,Türk,0,0,0,0,0,"Kanal D haberleri, gece haber sunuculuğu, sakin ekran dili",0,0,0,1,0,0,Boğa,1,1,1,mantı,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Erhan Yazıcıoğlu,1,0,75,0,1,1,0,1,0,1,0,0,0,72,175,1,1,1951,Sunucu,Türk,1,0,0,0,0,"eski yarışma sunuculukları, tiyatro, TV programları",0,0,0,1,0,0,Terazi,0,0,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Uzi Jian Zihao,1,0,29,1,0,0,0,0,0,0,0,1,0,84,170,1,1,1997,E-sporcu,Çinli,0,0,0,0,0,"League of Legends ADC efsanesi, Vayne oyunları, LPL ikonu",0,0,0,0,0,0,Oğlak,0,0,1,falafel,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Mercy Overwatch,0,1,0,0,0,0,0,0,0,0,0,0,0,88,170,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"Overwatch, kanatlı doktor, resurrect yeteneği",0,0,0,0,0,1,Yengeç,1,0,1,kurabiye,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Killer Bee,1,1,0,0,0,0,1,0,0,0,0,0,0,84,192,0,1,0,Anime Karakteri,Kurgusal,0,0,0,1,0,"Naruto, sekiz kuyruk jinchuriki, rap yapan ninja",0,0,0,0,0,1,Balık,1,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Uyuyan Güzel Aurora Masal,0,1,0,0,0,1,0,1,0,0,0,0,0,86,165,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"iğne laneti, yüz yıllık uyku, prensin öpücüğü",0,0,0,0,0,0,Başak,1,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrick Heffley,1,1,0,0,0,1,0,1,0,0,0,0,0,84,160,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"Saftirik Greg'in ağabeyi, Löded Diper grubu, tembel rockçı",0,0,0,0,0,0,Başak,1,1,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Avea Arı,1,1,0,0,0,1,0,1,0,0,0,0,0,70,40,0,1,0,Reklam Karakteri,Kurgusal,0,0,0,0,0,"Avea reklam arısı, GSM dönemi kampanyaları, sarı-siyah marka maskotu",0,0,0,0,0,1,Oğlak,1,1,1,muz,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Bit My Finger Charlie,1,1,0,0,0,1,0,1,0,0,0,0,0,78,120,0,1,0,Meme Figürü,Kurgusal,0,1,0,0,0,"YouTube viral videosu, kardeşin parmak ısırması, erken video kültürü",0,0,0,0,0,1,Aslan,0,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ashab-ı Kehf,1,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,Dini/Tarihî Figür,Kurgusal-Tarihî,0,0,0,0,0,"mağarada uyuyan gençler, inançlarını koruma, Kehf suresi anlatısı",0,0,0,0,0,0,Akrep,0,0,1,paella,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Gerwyn Price,1,0,41,0,0,0,0,0,0,0,0,1,0,82,178,1,1,1985,Sporcu,Galli,0,0,0,0,0,"dart dünya şampiyonu, eski rugby oyuncusu, Ice Man lakabı",0,0,0,0,0,0,Yengeç,0,1,1,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Light Selami,1,1,0,0,0,0,0,1,0,0,0,0,0,88,175,0,1,0,Türk Dizi Karakteri,Kurgusal,0,0,0,0,0,"Avrupa Yakası, pembe gömlekli komşu, absürt iyi niyet",0,0,0,0,0,0,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Başak Doğru,1,0,81,0,1,0,0,1,0,0,0,0,0,70,165,0,1,1945,Spiker,Türk,0,0,0,0,0,"TRT spikerliği, protokol sunumları, eski televizyon dili",0,0,0,1,0,0,Akrep,0,1,1,balık,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Cem Kurtoğlu,1,0,67,0,1,1,0,1,0,1,0,0,0,70,178,0,1,1959,Sunucu,Türk,1,0,0,0,0,"televizyon programları, tiyatro ve sunuculuk, Haluk Kurtoğlu'nun oğlu",0,0,0,1,0,0,Kova,0,0,0,pide,0.0,0,0,0,0,0,0,0,0,0,0,0,1
cNed Mehmet Yağız İpek,1,0,24,0,1,0,0,0,0,0,0,1,0,84,178,0,1,2002,E-sporcu,Türk,1,0,0,0,0,"Valorant dünya şampiyonluğu, Jett operatör oyunu, Acend kariyeri",0,0,0,0,0,0,İkizler,0,0,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Sam Fisher,1,1,0,0,0,0,0,0,0,0,0,0,0,88,178,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"Splinter Cell, gece görüş gözlüğü, gizli operasyon ajanı",0,0,0,0,0,0,Terazi,0,1,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Mr. Satan Hercule,1,1,0,0,0,0,1,0,0,0,0,0,0,84,188,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"Dragon Ball, dünya dövüş şampiyonu, Cell'i yendi sanılan komik figür",0,0,1,0,0,0,Aslan,0,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aphrodite,0,1,0,0,0,1,0,1,0,0,0,0,0,94,170,0,1,0,Mitolojik Karakter,Mitolojik,0,1,0,0,0,"aşk ve güzellik tanrıçası, deniz köpüğünden doğuş, Paris'in seçimi",0,0,0,0,0,1,Aslan,0,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Çizmeli Kedi Masal,1,1,0,0,0,1,0,1,0,0,0,0,0,86,60,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"kurnaz kedi, efendisine soyluluk kazandırma, masal entrikası",0,0,0,0,0,1,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Geronimo Stilton,1,1,0,0,0,1,0,1,0,0,0,0,0,82,90,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"fare gazeteci, Stilton kitapları, Tipografik çocuk maceraları",0,0,0,0,0,0,Başak,0,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Türk Telekom Emojileri,1,1,0,0,0,1,0,1,0,0,0,0,0,68,60,0,1,0,Reklam Karakteri,Kurgusal,0,0,0,0,0,"Türk Telekom reklam karakterleri, emoji animasyonları, iletişim kampanyaları",0,0,0,0,0,1,İkizler,0,1,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Burger King Kralı,1,1,0,0,0,1,0,1,0,0,0,0,0,84,180,0,1,0,Maskot,Kurgusal,0,0,0,0,0,"Burger King maskotu, plastik kral kafası, tuhaf reklam kampanyaları",0,0,0,0,0,1,Akrep,1,0,1,patates kızartması,0.0,0,0,0,0,0,0,0,0,0,1,0,0
David After Dentist,1,1,0,0,0,1,0,1,0,0,0,0,0,78,130,0,1,0,Meme Figürü,Kurgusal,0,0,0,0,0,"dişçi sonrası viral çocuk videosu, is this real life repliği, YouTube nostaljisi",0,0,0,0,0,1,Başak,0,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bilge Kişi Hızır,0,0,0,1,0,0,0,0,0,0,0,0,1,88,0,0,0,0,Dini/Tarihî Figür,Tarihî,0,0,0,0,0,"Musa ile yolculuk anlatısı, gizli hikmet, halk inançlarında yardım figürü",0,0,0,0,0,0,Boğa,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Wright Snakebite,1,0,56,0,0,0,0,0,0,0,0,1,0,82,175,0,1,1970,Sporcu,İskoç,0,0,0,0,0,"dart dünya şampiyonu, renkli saç ve yılan temalı kıyafet",0,0,0,0,0,0,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,1,0,1
Rıza Baba,0,1,0,0,0,0,0,1,0,0,0,0,0,88,175,0,1,0,Türk Dizi Karakteri,Kurgusal,0,0,0,0,0,"Arka Sokaklar ekip amiri, emniyet baba figürü, yıllarca süren polisiye dizi",0,0,0,0,0,0,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Füsun Özbilgen,0,0,78,1,1,0,0,1,0,0,0,0,0,70,165,0,1,1948,Spiker,Türk,0,0,0,0,0,"TRT spikerliği, kadın haber sunuculuğu, klasik ekran yüzü",0,0,0,1,0,0,Boğa,0,1,1,mantı,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Suna Vidinli,0,0,78,0,1,0,0,1,0,0,0,0,0,68,165,1,1,1948,Sunucu,Türk,0,0,0,0,0,"magazin programları, televizyon yorumculuğu, sosyete haberleri",0,0,0,1,0,0,Terazi,0,0,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,1
dev1ce Nicolai Reedtz,1,0,31,1,0,0,0,0,0,0,0,1,0,84,180,0,1,1995,E-sporcu,Danimarkalı,0,0,0,0,0,"Astralis AWP, CS:GO Major şampiyonlukları, istikrarlı oyun",0,0,0,0,0,0,Boğa,0,1,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Teemo,1,1,0,0,0,0,0,0,0,0,0,0,0,88,80,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"League of Legends, kör edici dart, mantar tuzakları, nefret edilen sevimli yordle",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,1,1,0
Neji Hyuga,1,1,0,0,0,0,1,0,0,0,0,0,0,84,172,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"Naruto, Byakugan, kader ve özgür irade çatışması",0,0,0,0,0,1,Yay,1,1,0,bal,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Apollo,1,1,0,0,0,1,0,1,0,0,0,0,0,94,180,0,1,0,Mitolojik Karakter,Mitolojik,0,0,0,0,0,"güneş, müzik ve kehanet tanrısı, lir ve Delfi",0,0,0,0,0,1,Yengeç,0,1,1,kurabiye,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Alaaddin Türk Masalı,1,1,0,0,0,1,0,1,0,0,0,0,0,84,170,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"sihirli lamba hikâyesi, cinle dilekler, doğu masalı kahramanı",0,0,0,0,1,0,Terazi,0,1,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Minguinho,1,1,0,0,0,1,0,1,0,0,0,0,0,82,200,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"Şeker Portakalı, Zeze'nin konuştuğu ağaç, çocuk hayal dünyası",0,0,0,0,1,0,Terazi,0,1,0,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Vodafone Kırmızı Karakter,1,1,0,0,0,1,0,1,0,0,0,0,0,68,170,0,1,0,Reklam Karakteri,Kurgusal,0,0,0,0,0,"Vodafone Red reklam figürü, kırmızı marka dünyası, GSM kampanyaları",0,0,0,0,0,1,İkizler,1,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Damn Daniel,1,1,0,0,0,1,0,1,0,0,0,0,0,76,175,0,1,0,Meme Figürü,Kurgusal,0,0,0,0,0,"beyaz Vans ayakkabı videosu, Snapchat viral kültürü, lise memesi",0,0,0,0,0,1,Oğlak,0,1,1,muz,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hz. Eyyub,1,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,Dini/Tarihî Figür,İbrani,1,0,0,0,0,"sabır kıssası, hastalık ve imtihan, dua ile şifa anlatısı",0,0,0,0,0,0,Terazi,1,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Torbjörn Blomdahl,1,0,64,0,0,0,0,0,0,0,0,1,0,82,178,1,1,1962,Sporcu,İsveçli,1,0,0,0,0,"3 bant bilardo, dünya şampiyonlukları, İsveç bilardo efsanesi",0,0,0,0,0,0,Terazi,0,0,0,ramen,0.0,0,0,0,0,0,0,0,1,0,0,1,1
Ak Sakallı Dede,1,1,0,0,0,0,0,1,0,0,0,0,0,86,170,0,1,0,Türk Dizi Karakteri,Kurgusal,0,0,0,0,0,"Leyla ile Mecnun, absürt bilge figür, zaman ve kader şakaları",0,0,0,0,0,1,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
BoxeR Lim Yo-hwan,1,0,46,1,0,0,0,0,0,0,0,1,0,82,178,1,1,1980,E-sporcu,Güney Koreli,0,0,0,0,0,"StarCraft Terran imparatoru, Kore e-sporunun erken yıldızı, mikro kontrol",0,0,0,0,0,0,Oğlak,0,0,1,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Thresh,1,1,0,0,0,0,0,0,0,0,0,0,0,88,190,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"League of Legends, zincirli ruh gardiyanı, lantern kurtarma",0,0,0,0,1,1,Kova,0,1,0,sütlaç,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yamcha,0,1,0,0,0,0,1,0,0,0,0,0,0,84,183,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"Dragon Ball, çöl haydudu geçmişi, yenilgi pozu memesi",0,0,0,0,0,0,Akrep,1,1,1,patates kızartması,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ganesha,1,1,0,0,0,1,0,1,0,0,0,0,0,94,160,0,1,0,Mitolojik Karakter,Mitolojik,0,0,0,0,0,"fil başlı tanrı, engelleri kaldırma, bereket sembolü",0,0,0,0,0,1,Balık,0,1,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cadı Hansel Gretel,0,1,0,0,0,1,0,1,0,0,0,0,0,84,150,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"şeker evde çocukları kandırma, fırın sahnesi, Grimm masalı kötü karakteri",0,0,0,0,1,0,Balık,0,1,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot Küçük Prens,1,1,0,0,0,1,0,1,0,0,0,0,0,82,175,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"çölde uçağı bozulan anlatıcı, Küçük Prens'le karşılaşma, suluboya çizimler",0,0,0,0,0,0,Başak,0,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GitHub Octocat,1,1,0,0,0,1,0,1,0,0,0,0,0,84,50,0,1,0,Maskot,Kurgusal,0,1,0,0,0,"GitHub maskotu, kedi-ahtapot karışımı, yazılımcı kültürü",0,0,0,0,0,1,Yay,0,0,0,bal,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Dick Jaspers,1,0,61,0,0,0,0,0,0,0,0,1,0,80,180,0,1,1965,Sporcu,Hollandalı,0,0,0,0,0,"3 bant bilardo, dünya şampiyonlukları, kontrollü oyun stili",0,0,0,0,0,0,Balık,0,0,0,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Chovy Jeong Ji-hoon,1,0,25,1,0,0,0,0,0,0,0,1,0,82,178,0,1,2001,E-sporcu,Güney Koreli,1,1,0,0,0,"LoL orta koridor, lane dominasyonu, Gen.G yıldızı",0,0,0,0,0,0,Aslan,1,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vi League of Legends,0,1,0,0,0,0,0,0,0,0,0,0,0,88,170,0,1,0,Oyun Karakteri,Kurgusal,0,0,0,0,0,"League of Legends, dev yumruk eldivenleri, Piltover koruyucusu",0,0,0,0,0,1,Boğa,0,0,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Deidara,1,1,0,0,0,0,1,0,0,0,0,0,0,82,166,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"Naruto, patlayıcı kil sanatı, 'art is explosion' sözü",0,0,0,0,1,0,Kova,0,1,0,sütlaç,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Hades Mitoloji,1,1,0,0,0,1,0,1,0,0,0,0,0,94,185,0,1,0,Mitolojik Karakter,Mitolojik,0,0,0,0,0,"yeraltı tanrısı, Persephone hikâyesi, ölüler diyarı",0,0,0,0,1,1,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Goldilocks,0,1,0,0,0,1,0,1,0,0,0,0,0,84,125,0,1,0,Masal Karakteri,Kurgusal,0,0,0,0,0,"Üç Ayı masalı, porridge tadımı, yatakları deneme",0,0,0,0,0,0,Yengeç,0,1,1,kurabiye,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fenerci Küçük Prens,1,1,0,0,0,1,0,1,0,0,0,0,0,80,160,0,1,0,Çocuk Kitabı Karakteri,Kurgusal,0,0,0,0,0,"lambayı yakıp söndüren adam, görev sadakati, küçük gezegen",0,0,0,0,0,0,Başak,0,0,0,çikolata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kool-Aid Man,1,1,0,0,0,1,0,1,0,0,0,0,0,84,180,0,1,0,Maskot,Kurgusal,0,0,0,0,0,"duvar kıran kırmızı içecek maskotu, Oh Yeah repliği, dev sürahi karakter",0,0,0,0,1,1,Aslan,1,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Belkıs Sebe Melikesi,0,0,0,1,0,0,0,0,1,0,0,0,1,86,0,0,0,0,Dini/Tarihî Figür,Sebe,0,0,0,0,0,"Hz. Süleyman kıssası, Sebe tahtı, kraliçe anlatısı",0,0,0,0,0,0,Aslan,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Frédéric Caudron,1,0,58,1,0,0,0,0,0,0,0,1,0,80,176,0,1,1968,Sporcu,Belçikalı,1,1,0,0,0,"3 bant bilardo, çok yönlü karambol ustalığı, dünya şampiyonlukları",0,0,0,0,0,0,Aslan,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Dendi Danil Ishutin,1,0,37,1,0,0,0,0,0,0,0,1,0,82,178,1,1,1989,E-sporcu,Ukraynalı,1,1,0,0,0,"Dota 2 Pudge oyunları, Na'Vi, eski yayıncı efsane",0,0,0,0,0,0,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,0
